hskLevel,hanzi,pinyin,definition
6,贬义,biǎn yì,derogatory sense
6,遍布,biàn bù,to cover the whole (area)
6,便利,biàn lì,convenient
6,便条,biàn tiáo,(informal) note
6,便于,biàn yú,easy to
6,变故,biàn gù,an unforeseen event
6,变迁,biàn qiān,changes
6,变质,biàn zhì,to degenerate
6,辩护,biàn hù,to speak in defense of
6,辩解,biàn jiě,to explain
6,辩证,biàn zhèng,to investigate
6,辨认,biàn rèn,to recognize
6,辫子,biàn zi,plait
6,标本,biāo běn,specimen
6,标记,biāo jì,sign
6,标题,biāo tí,title
6,飙升,biāo shēng,to rise rapidly
6,表决,biǎo jué,to decide by vote
6,表态,biǎo tài,to declare one's position
6,表彰,biǎo zhāng,to honor
6,憋,biē,to choke
6,别墅,bié shù,villa
6,别致,bié zhì,variant of 別緻|别致[bié zhì]
6,别扭,biè niu,awkward
6,濒临,bīn lín,on the verge of
6,冰雹,bīng báo,hail
6,并存,bìng cún,to exist at the same time
6,并非,bìng fēi,really isn't
6,并列,bìng liè,to stand side by side
6,拨打,bō dǎ,to call
6,播放,bō fàng,to broadcast
6,播种,bō zhǒng,to sow seeds
6,波浪,bō làng,wave
6,波涛汹涌,bō tāo xiōng yǒng,waves surging forth
6,剥削,bō xuē,to exploit
6,博大精深,bó dà jīng shēn,wide-ranging and profound
6,博览会,bó lǎn huì,exposition
6,搏斗,bó dòu,to wrestle
6,伯母,bó mǔ,wife of father's elder brother
6,薄弱,bó ruò,weak
6,不顾,bù gù,in spite of
6,不愧,bù kuì,to be worthy of
6,不料,bù liào,unexpectedly
6,不像话,bù xiàng huà,unreasonable
6,不屑一顾,bù xiè yī gù,to disdain as beneath contempt
6,补偿,bǔ cháng,to compensate
6,补救,bǔ jiù,to remedy
6,补贴,bǔ tiē,to subsidize
6,哺乳,bǔ rǔ,breast feeding
6,捕捉,bǔ zhuō,to catch
6,不得已,bù dé yǐ,to act against one's will
6,不妨,bù fáng,there is no harm in
6,不敢当,bù gǎn dāng,lit. I dare not (accept the honor); fig. I don't deserve your praise
6,不禁,bù jīn,can't help (doing sth)
6,不堪,bù kān,cannot bear
6,不可思议,bù kě sī yì,inconceivable (idiom); unimaginable
6,不时,bù shí,from time to time
6,不惜,bù xī,not stint
6,不相上下,bù xiāng shàng xià,equally matched
6,不言而喻,bù yán ér yù,it goes without saying
6,不由得,bù yóu de,can't help
6,不择手段,bù zé shǒu duàn,by fair means or foul
6,不止,bù zhǐ,incessantly
6,布告,bù gào,posting on a bulletin board
6,布局,bù jú,arrangement
6,布置,bù zhì,to put in order
6,步伐,bù fá,pace
6,部署,bù shǔ,to dispose
6,部位,bù wèi,position
6,才干,cái gàn,ability
6,财富,cái fù,wealth
6,财务,cái wù,financial affairs
6,财政,cái zhèng,finances (public)
6,裁缝,cái féng,tailor
6,裁判,cái pàn,judgment
6,裁员,cái yuán,to cut staff
6,采购,cǎi gòu,to procure (for an enterprise etc)
6,采集,cǎi jí,to gather
6,采纳,cǎi nà,to accept
6,彩票,cǎi piào,lottery ticket
6,参谋,cān móu,staff officer
6,参照,cān zhào,to consult a reference
6,残酷,cán kù,cruel
6,残留,cán liú,to remain
6,残忍,cán rěn,cruel
6,灿烂,càn làn,to glitter
6,舱,cāng,cabin
6,苍白,cāng bái,pale
6,仓促,cāng cù,all of a sudden
6,仓库,cāng kù,depot
6,操劳,cāo láo,to work hard
6,操练,cāo liàn,drill
6,操纵,cāo zòng,to operate
6,操作,cāo zuò,to work
6,嘈杂,cáo zá,noisy
6,草案,cǎo àn,draft (legislation
6,草率,cǎo shuài,careless
6,策划,cè huà,to plot
6,策略,cè lvè,tactics
6,测量,cè liáng,survey
6,侧面,cè miàn,lateral side
6,层出不穷,céng chū bù qióng,more and more emerge
6,层次,céng cì,arrangement of ideas
6,差距,chā jù,disparity
6,查获,chá huò,to investigate and capture (a criminal)
6,岔,chà,fork in road
6,刹那,chà nà,an instant (Sanskrit: ksana)
6,诧异,chà yì,flabbergasted
6,柴油,chái yóu,diesel fuel
6,搀,chān,to assist by the arm
6,馋,chán,gluttonous
6,缠绕,chán rào,twisting
6,产业,chǎn yè,industry
6,阐述,chǎn shù,to expound (a position)
6,颤抖,chàn dǒu,to shudder
6,猖狂,chāng kuáng,savage
6,昌盛,chāng shèng,prosperous
6,尝试,cháng shì,to try
6,偿还,cháng huán,to repay
6,常年,cháng nián,all year round
6,常务,cháng wù,routine
6,场合,chǎng hé,situation
6,场面,chǎng miàn,scene
6,场所,chǎng suǒ,location
6,敞开,chǎng kāi,to open wide
6,倡导,chàng dǎo,to advocate
6,倡议,chàng yì,to suggest
6,畅通,chàng tōng,unimpeded
6,畅销,chàng xiāo,to sell well
6,超级,chāo jí,super-
6,超越,chāo yuè,to surpass
6,钞票,chāo piào,paper money
6,潮流,cháo liú,tide
6,潮湿,cháo shī,damp
6,嘲笑,cháo xiào,to jeer at
6,撤退,chè tuì,to retreat
6,撤销,chè xiāo,to repeal
6,沉淀,chén diàn,to settle
6,沉闷,chén mèn,oppressive (of weather)
6,沉思,chén sī,to contemplate
6,沉重,chén zhòng,heavy
6,沉着,chén zhuó,steady
6,陈旧,chén jiù,old-fashioned
6,陈列,chén liè,to display
6,陈述,chén shù,an assertion
6,称心如意,chèn xīn rú yì,after one's heart (idiom); gratifying and satisfactory
6,称号,chēng hào,name
6,盛,chéng,to hold
6,橙,chéng,orange tree
6,乘务员,chéng wù yuán,attendant on an airplane
6,承办,chéng bàn,to undertake
6,承包,chéng bāo,to contract
6,承诺,chéng nuò,to promise
6,城堡,chéng bǎo,castle
6,成本,chéng běn,(manufacturing
6,成交,chéng jiāo,to complete a contract
6,成天,chéng tiān,(coll.) all day long
6,成效,chéng xiào,effect
6,成心,chéng xīn,intentional
6,成员,chéng yuán,member
6,惩罚,chéng fá,penalty
6,诚挚,chéng zhì,sincere
6,澄清,chéng qīng,clear (of liquid)
6,呈现,chéng xiàn,to appear
6,秤,chèng,steelyard
6,吃苦,chī kǔ,to bear
6,吃力,chī lì,to entail strenuous effort
6,迟缓,chí huǎn,slow
6,迟疑,chí yí,to hesitate
6,持久,chí jiǔ,lasting
6,池塘,chí táng,pool
6,赤道,chì dào,equator (of the earth or astronomical body)
6,赤字,chì zì,(financial) deficit
6,冲动,chōng dòng,to have an urge
6,冲击,chōng jī,an attack
6,冲突,chōng tū,conflict
6,充当,chōng dāng,to serve as
6,充沛,chōng pèi,abundant
6,充实,chōng shí,rich
6,充足,chōng zú,adequate
6,崇拜,chóng bài,to worship
6,崇高,chóng gāo,majestic
6,崇敬,chóng jìng,to revere
6,重叠,chóng dié,to overlap
6,重阳节,Chóng yáng jié,Double Ninth or Yang Festival
6,抽空,chōu kòng,to find the time to do sth
6,筹备,chóu bèi,preparations
6,踌躇,chóu chú,to hesitate
6,稠密,chóu mì,dense
6,丑恶,chǒu è,ugly
6,出路,chū lù,a way out (of a difficulty etc)
6,出卖,chū mài,to offer for sale
6,出身,chū shēn,to be born of
6,出神,chū shén,entranced
6,出息,chū xi,future prospects
6,出洋相,chū yáng xiàng,to make a fool of oneself
6,初步,chū bù,initial
6,储备,chǔ bèi,reserves
6,储存,chǔ cún,stockpile
6,储蓄,chǔ xù,to deposit money
6,处分,chǔ fèn,to discipline sb
6,处境,chǔ jìng,plight
6,处置,chǔ zhì,to handle
6,触犯,chù fàn,to offend
6,穿越,chuān yuè,to pass through
6,川流不息,chuān liú bù xī,the stream flows without stopping (idiom); unending flow
6,船舶,chuán bó,shipping
6,传达,chuán dá,to pass on
6,传单,chuán dān,leaflet
6,传授,chuán shòu,to impart
6,喘气,chuǎn qì,to breathe deeply
6,串,chuàn,to string together
6,床单,chuáng dān,bed sheet
6,创立,chuàng lì,to establish
6,创新,chuàng xīn,innovation
6,创业,chuàng yè,to begin an undertaking
6,创作,chuàng zuò,to create
6,吹牛,chuī niú,to talk big
6,吹捧,chuī pěng,to flatter
6,锤,chuí,hammer
6,垂直,chuí zhí,perpendicular
6,纯粹,chún cuì,purely
6,纯洁,chún jié,pure
6,词汇,cí huì,vocabulary
6,慈祥,cí xiáng,kindly
6,雌雄,cí xióng,male and female
6,刺,cì,thorn
6,次品,cì pǐn,substandard products
6,次序,cì xù,sequence
6,伺候,cì hòu,to serve
6,丛,cóng,cluster
6,从容不迫,cóng róng bù pò,calm
6,凑合,còu he,to bring together
6,粗鲁,cū lǔ,crude
6,窜,cuàn,to flee
6,摧残,cuī cán,to ravage
6,脆弱,cuì ruò,weak
6,搓,cuō,to rub or roll between the hands or fingers
6,磋商,cuō shāng,to consult
6,挫折,cuò zhé,setback
6,搭,dā,to put up
6,搭档,dā dàng,to cooperate
6,搭配,dā pèi,to pair up
6,答辩,dá biàn,to reply (to an accusation)
6,答复,dá fù,to answer
6,达成,dá chéng,to reach (an agreement)
6,打包,dǎ bāo,to wrap
6,打官司,dǎ guān si,to file a lawsuit
6,打击,dǎ jī,to hit
6,打架,dǎ jià,to fight
6,打量,dǎ liang,to size sb up
6,打猎,dǎ liè,to go hunting
6,打仗,dǎ zhàng,to fight a battle
6,大不了,dà bù liǎo,at worst
6,大臣,dà chén,chancellor (of a monarchy)
6,大伙儿,dà huǒ r,erhua variant of 大伙[dà huǒ]
6,大厦,dà shà,large building
6,大肆,dà sì,wantonly
6,大体,dà tǐ,in general
6,大意,dà yi,careless
6,大致,dà zhì,more or less
6,歹徒,dǎi tú,evil-doer
6,带领,dài lǐng,to guide
6,代价,dài jià,price
6,代理,dài lǐ,to act on behalf of sb in a responsible position
6,逮捕,dài bǔ,to arrest
6,怠慢,dài màn,to slight
6,担保,dān bǎo,to guarantee
6,胆怯,dǎn qiè,timid
6,淡季,dàn jì,off season
6,淡水,dàn shuǐ,potable water (water with low salt content)
6,蛋白质,dàn bái zhì,protein
6,诞辰,dàn chén,birthday
6,诞生,dàn shēng,to be born
6,当场,dāng chǎng,at the scene
6,当初,dāng chū,at that time
6,当面,dāng miàn,to sb's face
6,当前,dāng qián,current
6,当事人,dāng shì rén,persons involved or implicated
6,当务之急,dāng wù zhī jí,top priority job
6,当心,dāng xīn,to take care
6,当选,dāng xuǎn,to be elected
6,党,dǎng,party
6,档案,dàng àn,file
6,档次,dàng cì,grade
6,岛屿,dǎo yǔ,island
6,倒闭,dǎo bì,to go bankrupt
6,导弹,dǎo dàn,guided missile
6,导航,dǎo háng,navigation
6,导向,dǎo xiàng,to be oriented towards
6,捣乱,dǎo luàn,to disturb
6,稻谷,dào gǔ,rice crops
6,盗窃,dào qiè,to steal
6,得不偿失,dé bù cháng shī,(saying) the gains do not make up for the losses
6,得力,dé lì,able
6,得天独厚,dé tiān dú hòu,(of an area) rich in resources
6,得罪,dé zuì,to commit an offense
6,蹬,dēng,to step on
6,灯笼,dēng lóng,lantern
6,登陆,dēng lù,to land
6,登录,dēng lù,to register
6,等级,děng jí,grade
6,瞪,dèng,to open (one's eyes) wide
6,堤坝,dī bà,dam
6,敌视,dí shì,hostile
6,抵达,dǐ dá,to arrive
6,抵抗,dǐ kàng,to resist
6,抵制,dǐ zhì,to resist
6,递增,dì zēng,to increase by degrees
6,地步,dì bù,condition
6,地势,dì shì,terrain
6,地质,dì zhì,geology
6,颠簸,diān bǒ,to shake
6,颠倒,diān dǎo,to turn upside-down
6,点缀,diǎn zhuì,to decorate
6,典礼,diǎn lǐ,celebration
6,典型,diǎn xíng,model
6,垫,diàn,pad
6,电源,diàn yuán,electric power source
6,奠定,diàn dìng,to establish
6,惦记,diàn jì,to think of
6,叼,diāo,to hold in the mouth
6,雕刻,diāo kè,to carve
6,雕塑,diāo sù,a statue
6,吊,diào,a string of 100 cash (arch.)
6,调动,diào dòng,to transfer
6,跌,diē,to drop
6,盯,dīng,to watch attentively
6,叮嘱,dīng zhǔ,to warn repeatedly
6,定期,dìng qī,regularly
6,定义,dìng yì,definition
6,丢人,diū rén,to lose face
6,丢三落四,diū sān là sì,forgetful
6,东道主,dōng dào zhǔ,host
6,东张西望,dōng zhāng xī wàng,to look in all directions (idiom)
6,董事长,dǒng shì zhǎng,chairman of the board
6,栋,dòng,classifier for houses or buildings
6,冻结,dòng jié,to freeze (loan
6,洞穴,dòng xué,cave
6,动荡,dòng dàng,unrest (social or political)
6,动机,dòng jī,motor
6,动静,dòng jìng,sound of activity or people talking
6,动力,dòng lì,power
6,动脉,dòng mài,artery
6,动身,dòng shēn,to go on a journey
6,动手,dòng shǒu,to set about (a task)
6,动态,dòng tài,development
6,动员,dòng yuán,to mobilize
6,兜,dōu,pocket
6,陡峭,dǒu qiào,precipitous
6,斗争,dòu zhēng,a struggle
6,督促,dū cù,to supervise and urge completion of a task
6,都市,dū shì,city
6,独裁,dú cái,dictatorship
6,毒品,dú pǐn,drugs
6,赌博,dǔ bó,to gamble
6,堵塞,dǔ sè,to block
6,杜绝,dù jué,to put an end to
6,端,duān,end
6,端午节,Duān wǔ jié,the Dragon Boat Festival (5th day of the 5th lunar month)
6,端正,duān zhèng,upright
6,短促,duǎn cù,short in time
6,断定,duàn dìng,to conclude
6,断断续续,duàn duàn xù xù,intermittent
6,断绝,duàn jué,to sever
6,堆积,duī jī,to pile up
6,对策,duì cè,countermeasure for dealing with a situation
6,对称,duì chèn,symmetry
6,对付,duì fu,to handle
6,对抗,duì kàng,to withstand
6,对立,duì lì,to oppose
6,对联,duì lián,rhyming couplet
6,对应,duì yìng,to correspond
6,对照,duì zhào,to contrast
6,兑换,duì huàn,to convert
6,兑现,duì xiàn,(of a cheque etc) to cash
6,队伍,duì wǔ,ranks
6,顿时,dùn shí,immediately
6,多元化,duō yuán huà,diversification
6,哆嗦,duō suo,to tremble
6,堕落,duò luò,to morally degenerate
6,额外,é wài,extra
6,恶心,è xīn,bad habit
6,恶化,è huà,to worsen
6,遏制,è zhì,to check
6,恩怨,ēn yuàn,(feeling of) resentment
6,而已,ér yǐ,that's all
6,耳环,ěr huán,earring
6,二氧化碳,èr yǎng huà tàn,carbon dioxide CO2
6,发布,fā bù,to release
6,发财,fā cái,to get rich
6,发呆,fā dāi,to stare blankly
6,发动,fā dòng,to start
6,发火,fā huǒ,to catch fire
6,发觉,fā jué,to find
6,发射,fā shè,to shoot (a projectile)
6,发誓,fā shì,to vow
6,发行,fā xíng,to publish
6,发炎,fā yán,to become inflamed
6,发扬,fā yáng,to develop
6,发育,fā yù,to develop
6,法人,fǎ rén,legal person
6,番,fān,foreign
6,繁华,fán huá,flourishing
6,繁忙,fán máng,busy
6,繁体字,fán tǐ zì,traditional Chinese character
6,繁殖,fán zhí,to breed
6,反驳,fǎn bó,to retort
6,反常,fǎn cháng,unusual
6,反倒,fǎn dào,but on the contrary
6,反动,fǎn dòng,reaction
6,反感,fǎn gǎn,to be disgusted with
6,反抗,fǎn kàng,to resist
6,反馈,fǎn kuì,to send back information
6,反面,fǎn miàn,reverse side
6,反射,fǎn shè,to reflect
6,反思,fǎn sī,to think back over sth
6,反问,fǎn wèn,to ask (a question) in reply
6,反之,fǎn zhī,on the other hand...
6,范畴,fàn chóu,category
6,泛滥,fàn làn,to be in flood
6,贩卖,fàn mài,to sell
6,方位,fāng wèi,direction
6,方言,fāng yán,dialect
6,方针,fāng zhēn,policy
6,防守,fáng shǒu,to defend
6,防疫,fáng yì,disease prevention
6,防御,fáng yù,defense
6,防止,fáng zhǐ,to prevent
6,防治,fáng zhì,prevention and cure
6,纺织,fǎng zhī,spinning and weaving
6,放大,fàng dà,to enlarge
6,放射,fàng shè,to radiate
6,放手,fàng shǒu,to let go one's hold
6,非法,fēi fǎ,illegal
6,飞禽走兽,fēi qín zǒu shòu,birds and animals
6,飞翔,fēi xiáng,to fly
6,飞跃,fēi yuè,to leap
6,肥沃,féi wò,fertile
6,诽谤,fěi bàng,to slander
6,匪徒,fěi tú,gangster
6,废除,fèi chú,to abolish
6,废墟,fèi xū,ruins
6,沸腾,fèi téng,boiling
6,分辨,fēn biàn,to distinguish
6,分寸,fēn cùn,propriety
6,分红,fēn hóng,a bonus
6,分解,fēn jiě,to resolve
6,分裂,fēn liè,to split up
6,分泌,fēn mì,to secrete
6,分明,fēn míng,clearly demarcated
6,分歧,fēn qí,difference (of opinion
6,分散,fēn sàn,to scatter
6,分手,fēn shǒu,to split up
6,吩咐,fēn fù,to tell
6,坟墓,fén mù,sepulcher
6,粉末,fěn mò,fine powder
6,粉色,fěn sè,white
6,粉碎,fěn suì,to crush
6,分量,fèn liang,quantity
6,风暴,fēng bào,storm
6,风度,fēng dù,elegance (for men)
6,风光,fēng guāng,scene
6,风气,fēng qì,general mood
6,风趣,fēng qù,humor
6,风土人情,fēng tǔ rén qíng,local conditions and customs (idiom)
6,风味,fēng wèi,local flavor
6,封闭,fēng bì,to seal
6,封建,fēng jiàn,system of enfeoffment
6,封锁,fēng suǒ,to blockade
6,丰满,fēng mǎn,ample
6,丰盛,fēng shèng,rich
6,丰收,fēng shōu,bumper harvest
6,锋利,fēng lì,sharp (e.g. knife blade)
6,逢,féng,to meet by chance
6,奉献,fèng xiàn,to consecrate
6,否决,fǒu jué,veto
6,夫妇,fū fù,a (married) couple
6,夫人,fū ren,lady
6,敷衍,fū yǎn,to elaborate (on a theme)
6,幅度,fú dù,width
6,服气,fú qì,to be convinced
6,符号,fú hào,symbol
6,福利,fú lì,(material) welfare
6,福气,fú qi,good fortune
6,俘虏,fú lǔ,captive
6,辐射,fú shè,radiation
6,腐败,fǔ bài,corruption
6,腐烂,fǔ làn,to rot
6,腐蚀,fǔ shí,corrosion
6,腐朽,fǔ xiǔ,rotten
6,辅助,fǔ zhù,to assist
6,抚养,fǔ yǎng,to foster
6,俯仰,fǔ yǎng,lowering and raising of the head
6,富裕,fù yù,prosperous
6,副,fù,secondary
6,副作用,fù zuò yòng,side effect
6,负担,fù dān,burden
6,覆盖,fù gài,to cover
6,附和,fù hè,to parrot
6,附件,fù jiàn,enclosure
6,附属,fù shǔ,subsidiary
6,复活,fù huó,resurrection
6,复兴,fù xīng,to revive
6,腹泻,fù xiè,diarrhea
6,赋予,fù yǔ,to assign
6,改良,gǎi liáng,to improve
6,盖章,gài zhāng,to affix a seal (to sth)
6,干旱,gān hàn,drought
6,干扰,gān rǎo,to interfere
6,干涉,gān shè,to interfere
6,干预,gān yù,to meddle
6,尴尬,gān gà,awkward
6,甘心,gān xīn,to be willing to
6,感慨,gǎn kǎi,to sigh with sorrow
6,感染,gǎn rǎn,infection
6,干劲,gàn jìn,enthusiasm for doing sth
6,纲领,gāng lǐng,program
6,港口,gǎng kǒu,port
6,港湾,gǎng wān,natural harbor
6,岗位,gǎng wèi,a post
6,杠杆,gàng gǎn,lever
6,高超,gāo chāo,excellent
6,高潮,gāo cháo,high tide
6,高峰,gāo fēng,peak
6,高考,gāo kǎo,college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试)
6,高明,gāo míng,brilliant
6,高尚,gāo shàng,noble
6,高涨,gāo zhǎng,upsurge
6,稿件,gǎo jiàn,rough draft
6,告辞,gào cí,to say goodbye
6,告诫,gào jiè,to warn
6,割,gē,to cut
6,搁,gē,to place
6,疙瘩,gē da,swelling or lump on skin
6,歌颂,gē sòng,to sing the praises of
6,隔阂,gé hé,estrangement
6,隔离,gé lí,to separate
6,格局,gé jú,structure
6,格式,gé shì,form
6,个体,gè tǐ,individual
6,各抒己见,gè shū jǐ jiàn,everyone gives their own view
6,根深蒂固,gēn shēn dì gù,deep-rooted (problem etc)
6,根源,gēn yuán,origin
6,跟前,gēn qián,in front of
6,跟随,gēn suí,to follow
6,跟踪,gēn zōng,to follow sb's tracks
6,耕地,gēng dì,arable land
6,更新,gēng xīn,to replace the old with new
6,更正,gēng zhèng,to correct
6,公安局,gōng ān jú,public security bureau
6,公道,gōng dao,fair
6,公告,gōng gào,post
6,公关,gōng guān,public relations
6,公民,gōng mín,citizen
6,公婆,gōng pó,husband's parents
6,公然,gōng rán,openly
6,公认,gōng rèn,publicly known (to be)
6,公式,gōng shì,formula
6,公务,gōng wù,official business
6,公正,gōng zhèng,just
6,公证,gōng zhèng,notarization
6,供不应求,gōng bù yìng qiú,supply does not meet demand
6,供给,gōng jǐ,to furnish
6,工夫,gōng fu,time
6,工艺品,gōng yì pǐn,handicraft article
6,宫殿,gōng diàn,palace
6,功课,gōng kè,homework
6,功劳,gōng láo,contribution
6,功效,gōng xiào,efficacy
6,攻击,gōng jī,to attack
6,攻克,gōng kè,to capture
6,恭敬,gōng jìng,deferential
6,巩固,gǒng gù,to consolidate
6,共和国,gòng hé guó,republic
6,共计,gòng jì,to sum up to
6,共鸣,gòng míng,resonance (physics)
6,勾结,gōu jié,to collude with
6,钩子,gōu zi,hook
6,构思,gòu sī,to design
6,孤独,gū dú,lonely
6,孤立,gū lì,isolate
6,辜负,gū fù,to fail to live up (to expectations)
6,姑且,gū qiě,temporarily
6,古董,gǔ dǒng,curio
6,古怪,gǔ guài,eccentric
6,股东,gǔ dōng,shareholder
6,股份,gǔ fèn,a share (in a company)
6,鼓动,gǔ dòng,to agitate
6,骨干,gǔ gàn,diaphysis (long segment of a bone)
6,固然,gù rán,admittedly (it's true that...)
6,固有,gù yǒu,intrinsic to sth
6,固执,gù zhí,obstinate
6,顾虑,gù lǜ,misgivings
6,顾问,gù wèn,adviser
6,故乡,gù xiāng,home
6,故障,gù zhàng,malfunction
6,拐杖,guǎi zhàng,crutches
6,关照,guān zhào,to take care
6,官方,guān fāng,official
6,观光,guān guāng,to tour
6,管辖,guǎn xiá,to administer
6,罐,guàn,can
6,贯彻,guàn chè,to implement
6,灌溉,guàn gài,to irrigate
6,惯例,guàn lì,convention
6,光彩,guāng cǎi,luster
6,光辉,guāng huī,radiance
6,光芒,guāng máng,rays of light
6,广阔,guǎng kuò,wide
6,规范,guī fàn,norm
6,规格,guī gé,standard
6,规划,guī huà,to plan (how to do sth)
6,规章,guī zhāng,rule
6,归根到底,guī gēn dào dǐ,(saying) to sum it up...
6,归还,guī huán,to return sth
6,归纳,guī nà,to sum up
6,轨道,guǐ dào,orbit
6,跪,guì,to kneel
6,贵族,guì zú,lord
6,棍棒,gùn bàng,club
6,国防,guó fáng,national defense
6,国务院,Guó Wù Yuàn,State Council (PRC)
6,果断,guǒ duàn,firm
6,过度,guò dù,excessive
6,过渡,guò dù,to cross over (by ferry)
6,过奖,guò jiǎng,to over-praise
6,过滤,guò lǜ,to filter
6,过失,guò shī,defect
6,过问,guò wèn,to show an interest in
6,过瘾,guò yǐn,to satisfy a craving
6,过于,guò yú,too much
6,嗨,hāi,oh alas
6,海拔,hǎi bá,height above sea level
6,海滨,hǎi bīn,shore
6,含糊,hán hú,obscurity
6,含义,hán yì,meaning (implicit in a phrase)
6,寒暄,hán xuān,exchanging conventional greetings
6,罕见,hǎn jiàn,rare
6,捍卫,hàn wèi,to defend
6,航空,háng kōng,aviation
6,航天,háng tiān,space flight
6,航行,háng xíng,to sail
6,行列,háng liè,procession
6,豪迈,háo mài,bold
6,毫米,háo mǐ,millimeter
6,毫无,háo wú,not in the least
6,号召,hào zhào,to call
6,耗费,hào fèi,to waste
6,好客,hào kè,hospitality
6,呵,hē,expel breath
6,和蔼,hé ǎi,kindly
6,和解,hé jiě,to settle (a dispute out of court)
6,和睦,hé mù,peaceful relations
6,和气,hé qi,friendly
6,和谐,hé xié,harmonious
6,合并,hé bìng,to merge
6,合成,hé chéng,to compose
6,合乎,hé hū,to accord with
6,合伙,hé huǒ,to act jointly
6,合身,hé shēn,well-fitting (of clothes)
6,合算,hé suàn,worthwhile
6,嘿,hēi,hey
6,痕迹,hén jì,vestige
6,狠心,hěn xīn,callous
6,恨不得,hèn bu dé,wishing one could do sth
6,哼,hēng,to groan
6,哄,hōng,roar of laughter (onomatopoeia)
6,烘,hōng,to bake
6,轰动,hōng dòng,to cause a sensation
6,红包,hóng bāo,lit. money wrapped in red as a gift
6,宏观,hóng guān,macro-
6,宏伟,hóng wěi,grand
6,洪水,hóng shuǐ,deluge
6,喉咙,hóu lóng,throat
6,吼,hǒu,roar or howl of an animal
6,后代,hòu dài,posterity
6,后顾之忧,hòu gù zhī yōu,fears of trouble in the rear (idiom); family worries (obstructing freedom of action)
6,后勤,hòu qín,logistics
6,候选,hòu xuǎn,candidate
6,忽略,hū lvè,to neglect
6,呼啸,hū xiào,to whistle
6,呼吁,hū yù,to call on (sb to do sth)
6,胡乱,hú luàn,careless
6,湖泊,hú pō,lake
6,互联网,Hù lián wǎng,the Internet
6,花瓣,huā bàn,petal
6,华丽,huá lì,gorgeous
6,华侨,huá qiáo,overseas Chinese
6,画蛇添足,huà shé tiān zú,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous
6,化肥,huà féi,fertilizer
6,化石,huà shí,fossil
6,化验,huà yàn,laboratory test
6,化妆,huà zhuāng,to put on makeup
6,划分,huà fēn,to divide
6,话筒,huà tǒng,microphone
6,怀孕,huái yùn,pregnant
6,欢乐,huān lè,gaiety
6,还原,huán yuán,to restore to the original state
6,环节,huán jié,round segment
6,缓和,huǎn hé,to ease (tension)
6,患者,huàn zhě,patient
6,荒凉,huāng liáng,desolate
6,荒谬,huāng miù,absurd
6,荒唐,huāng táng,beyond belief
6,慌忙,huāng máng,in a great rush
6,黄昏,huáng hūn,dusk
6,恍然大悟,huǎng rán dà wù,to suddenly realize
6,挥霍,huī huò,to squander money
6,辉煌,huī huáng,splendid
6,回报,huí bào,(in) return
6,回避,huí bì,to shun
6,回顾,huí gù,to look back
6,回收,huí shōu,to recycle
6,悔恨,huǐ hèn,remorse
6,毁灭,huǐ miè,to perish
6,会晤,huì wù,to meet
6,汇报,huì bào,to report
6,贿赂,huì lù,to bribe
6,昏迷,hūn mí,to lose consciousness
6,浑身,hún shēn,all over
6,混合,hùn hé,to mix
6,混乱,hùn luàn,confusion
6,混淆,hùn xiáo,to obscure
6,混浊,hùn zhuó,turbid
6,活该,huó gāi,(coll.) serve sb right
6,活力,huó lì,energy
6,火箭,huǒ jiàn,rocket
6,火焰,huǒ yàn,blaze
6,火药,huǒ yào,gunpowder
6,货币,huò bì,currency
6,或许,huò xǔ,perhaps
6,基地,jī dì,base (of operations)
6,基金,jī jīn,fund
6,基因,jī yīn,gene (loanword)
6,机动,jī dòng,locomotive
6,机构,jī gòu,mechanism
6,机关,jī guān,mechanism
6,机灵,jī líng,clever
6,机密,jī mì,secret
6,机械,jī xiè,machine
6,机遇,jī yù,opportunity
6,机智,jī zhì,quick-witted
6,激发,jī fā,to arouse
6,激励,jī lì,to encourage
6,激情,jī qíng,passion
6,饥饿,jī è,hunger
6,讥笑,jī xiào,to sneer
6,极端,jí duān,extreme
6,极限,jí xiàn,limit
6,即便,jí biàn,even if
6,即将,jí jiāng,on the eve of
6,级别,jí bié,(military) rank
6,疾病,jí bìng,disease
6,嫉妒,jí dù,to be jealous
6,及早,jí zǎo,at the earliest possible time
6,急功近利,jí gōng jìn lì,seeking instant benefit (idiom); shortsighted vision
6,急剧,jí jù,rapid
6,急切,jí qiè,eager
6,急于求成,jí yú qiú chéng,anxious for quick results (idiom); to demand instant success
6,急躁,jí zào,irritable
6,籍贯,jí guàn,one's native place
6,集团,jí tuán,group
6,吉祥,jí xiáng,lucky
6,给予,jǐ yǔ,to accord
6,寄托,jì tuō,to have sb look after sb
6,继承,jì chéng,to inherit
6,继往开来,jì wǎng kāi lái,to follow the past and herald the future (idiom); part of a historical transition
6,记性,jì xìng,memory
6,记载,jì zǎi,to write down
6,季度,jì dù,quarter of a year
6,季军,jì jūn,third in a race
6,计较,jì jiào,to bother about
6,忌讳,jì huì,taboo
6,寂静,jì jìng,quiet
6,纪要,jì yào,minutes
6,技能,jì néng,technical ability
6,技巧,jì qiǎo,skill
6,迹象,jì xiàng,mark
6,家常,jiā cháng,the daily life of a family
6,家伙,jiā huo,household dish
